DIRECTORIO	REGION	P4090	P4000	P4031S1	P4031S1A1	P4031S2	P4031S3	P4031S4	P4031S4A1	P4031S5	P70	FEX_P
49838	3	1	1	1	2	1	1	1	2	1	1	581.883581526084
49839	3	1	1	1	2	1	1	1	2	1	1	682.919997193665
49840	3	1	1	1	2	2	1	1	2	2	1	816.340684651541
49841	3	1	2	1	2	1	1	1	2	1	1	677.582083072529
49846	3	1	1	1	2	1	1	1	2	1	1	744.236504099484
49847	3	1	3	1	2	1	1	1	2	1	1	666.59973777683
49848	3	1	1	1	2	1	1	1	1	1	1	941.323380190914
49849	3	1	1	1	2	1	1	1	1	1	1	757.392885703372
49850	3	1	1	1	2	1	1	1	1	1	1	694.736803037055
49851	3	1	1	1	2	1	1	1	1	1	1	840.072028411394
49852	3	1	1	1	2	1	1	1	1	1	1	741.072626286536
49853	3	1	2	1	2	1	1	1	1	1	1	757.392885703372
49854	3	1	1	1	2	1	1	1	1	1	1	964.491291815655
49855	3	1	1	1	2	1	1	1	1	1	1	717.109544806497
49856	3	1	1	1	2	1	1	1	1	1	1	642.636656296791
49857	3	1	2	1	2	1	1	1	1	1	1	717.904714661796
49858	3	1	2	1	2	1	1	1	1	1	1	840.072028411394
49859	3	1	1	1	2	1	1	1	1	1	1	816.904116786653
49860	3	1	2	1	2	1	1	1	1	1	1	761.503069467976
49861	3	1	2	1	2	2	1	1	1	1	1	745.031673954783
49862	3	1	2	1	2	1	1	1	1	1	1	682.919997193665
49863	3	1	1	1	2	1	1	1	1	1	1	647.717655336241
49864	3	1	2	1	2	2	1	1	1	1	1	816.340684651541
49865	3	1	2	1	2	1	1	1	1	1	1	717.904714661796
49866	3	1	2	1	2	1	1	1	1	1	1	914.5449169211
49867	3	1	2	1	2	1	1	1	1	1	1	840.072028411394
49868	3	1	2	1	2	1	1	1	1	1	1	816.340684651541
49869	3	1	1	1	2	1	1	1	1	1	1	816.340684651541
49870	3	1	2	1	2	1	1	1	1	1	1	767.404415724224
49871	3	1	1	1	2	1	1	1	1	1	1	682.919997193665
49872	3	1	2	1	2	1	1	1	1	1	1	643.431826152089
49873	3	1	1	1	2	1	1	1	1	1	1	717.904714661796
49874	3	1	2	1	2	1	1	1	1	1	1	836.771127832981
49875	3	1	2	1	2	2	1	1	1	1	1	640.831380474254
49876	3	1	1	1	2	1	1	1	1	1	1	934.411927967428
49877	3	1	2	1	2	1	1	1	1	1	1	934.411927967428
49878	3	1	2	1	2	1	1	1	1	1	1	717.904714661796
49879	3	1	2	1	2	1	1	1	1	1	1	716.099438839259
49880	3	1	1	1	2	1	1	1	1	1	1	859.143869602423
49881	3	1	2	1	2	1	1	1	1	1	1	816.340684651541
49882	3	1	2	1	2	1	1	1	1	1	1	790.572327348965
49883	3	1	2	1	2	1	1	1	1	1	1	643.431826152089
49884	3	1	1	1	2	1	1	1	1	1	1	692.931527214518
49885	3	1	1	1	2	2	1	1	1	1	1	607.65193882866
49886	3	1	2	1	2	1	1	1	1	1	1	816.340684651541
49887	3	1	1	1	2	1	1	1	1	1	1	767.404415724224
49888	3	1	1	1	2	2	1	1	1	1	1	758.902623790141
49889	3	1	2	1	2	1	1	1	1	1	1	840.072028411394
49890	3	1	1	1	2	1	1	1	1	1	1	658.956915713626
49891	3	1	2	1	2	1	1	1	1	1	1	726.518351999846
49902	3	1	1	1	2	1	1	1	1	1	1	784.670981092717
49907	4	1	3	1	3	1	1	1	2	1	1	667.476446819967
49908	4	1	3	1	3	1	1	1	2	1	1	667.476446819967
49909	4	1	1	1	5	1	1	1	2	1	1	867.554211654481
49912	4	1	2	1	3	2	1	1	2	1	1	489.939090438611
49913	4	1	2	1	2	2	1	1	2	1	1	805.13964584317
49914	4	1	2	1	2	2	1	1	2	1	1	805.13964584317
49915	4	1	1	1	3	2	1	1	2	1	1	742.972144148234
49916	4	1	2	1	2	2	1	1	2	1	1	795.436945942925
49919	4	1	1	1	3	2	1	1	2	1	1	489.939090438611
49921	4	1	2	1	2	2	1	1	2	1	1	919.771949332796
49925	4	1	2	1	2	2	1	1	1	1	1	990.420803116675
49926	4	1	2	1	2	1	1	1	1	1	1	857.93908937071
49927	4	1	1	1	2	1	1	1	1	1	1	928.253301421739
49928	4	1	1	1	2	1	1	1	2	1	1	1042.88560491137
49929	4	1	1	1	2	1	1	1	1	1	1	672.657932097206
49930	4	1	1	1	2	1	1	1	1	1	1	919.771949332796
49931	4	1	2	1	2	1	1	1	1	1	1	742.972144148234
49932	4	1	1	1	2	1	1	1	1	1	1	737.053107674202
49935	4	1	2	1	2	1	1	1	1	1	1	805.13964584317
49937	4	1	2	1	2	2	1	1	1	1	1	742.972144148234
49938	4	1	1	1	2	1	1	1	1	1	1	667.769369525377
49939	4	1	1	1	2	1	1	1	1	1	1	857.93908937071
49940	4	1	1	1	2	1	1	1	1	1	1	928.253301421739
49941	4	1	1	1	2	1	1	1	2	1	1	981.424214076631
49943	4	1	1	1	2	2	1	1	1	1	1	672.657932097206
49944	4	1	1	1	2	2	2	1	1	1	1	684.07306892841
49945	4	1	1	1	2	2	1	1	1	1	1	672.657932097206
49946	4	1	1	1	2	2	2	1	1	1	1	805.13964584317
49947	4	1	1	1	2	1	1	1	1	1	1	742.972144148234
49948	4	1	1	1	2	2	1	1	1	1	1	489.939090438611
49953	4	1	1	1	2	1	1	1	1	1	1	1166.70537135014
49954	4	1	1	1	2	1	1	1	1	1	1	742.972144148234
49956	4	1	1	1	2	1	1	1	1	1	1	671.617179504155
49957	4	1	1	1	2	1	1	1	1	1	1	805.13964584317
49958	4	1	1	1	2	1	1	1	1	1	1	684.07306892841
49959	4	1	1	1	2	1	1	1	1	1	1	857.604447637861
49961	4	1	1	1	2	1	1	1	1	1	1	857.604447637861
49962	4	1	1	1	2	1	1	1	1	1	1	857.604447637861
49999	3	1	1	1	2	1	1	1	3	1	1	794.722257481986
50000	3	1	1	1	4	1	1	1	3	1	1	794.722257481986
50001	3	1	1	1	4	1	1	1	3	1	1	1067.01467429439
50003	4	1	1	1	1	2	1	1	2	1	1	2064.77730340688
50009	2	1	1	1	1	1	1	1	2	1	1	741.148844245233
50010	4	1	2	1	3	1	1	1	2	1	1	548.273820107387
50011	4	1	1	1	3	1	1	1	2	1	1	1204.62019170126
50013	4	1	2	1	2	1	1	1	2	1	1	1237.65653454283
50014	4	1	2	1	2	1	1	1	2	1	1	667.476446819967
50015	4	1	2	1	4	1	1	1	2	1	1	675.646302096848
50017	4	1	1	1	2	1	1	1	2	1	1	867.554211654481
50020	4	1	2	1	2	1	1	1	2	1	1	1204.62019170126
50021	4	1	2	1	2	2	1	1	2	1	1	1193.52984310441
50022	4	1	2	1	2	2	1	1	3	1	1	791.259021473857
50039	5	1	1	1	2	1	1	1	3	1	1	1163.93263174402
50040	5	1	1	1	3	2	1	1	3	1	1	1891.7721270039
50041	5	1	1	1	3	1	1	1	3	1	1	1649.04200920352
50042	5	1	1	1	1	1	1	1	3	1	1	3364.97977264221
50043	5	1	1	1	1	2	1	1	3	1	1	2845.70325516312
50044	5	1	1	1	2	1	1	1	3	1	1	1561.23376257589
50045	5	1	1	1	4	1	1	1	3	1	1	1079.91086625974
50046	5	1	1	1	2	1	1	1	3	1	1	1656.24656672946
50047	5	1	1	1	2	2	1	1	3	1	1	1841.1982386372
50048	5	1	2	1	3	1	1	1	3	1	2	1079.19160335774
50049	5	1	1	1	3	1	1	1	3	1	1	1669.36822652528
50050	5	1	2	1	3	1	1	1	3	1	1	1665.58174538194
50051	5	1	1	1	3	1	1	1	3	1	1	1753.38999200957
50052	5	1	3	1	3	2	1	1	3	1	1	1594.68163969347
50054	5	1	2	1	5	2	2	1	3	1	1	1158.33290772533
50055	5	1	2	1	3	1	1	1	4	1	1	1247.9543972283
50068	3	1	1	1	1	2	1	1	3	1	1	888.553589625406
50069	3	1	1	1	3	2	1	1	3	1	1	565.292593550695
50071	3	1	1	1	2	2	1	1	3	1	1	823.286875832522
50073	3	1	1	1	2	1	1	1	3	1	1	823.286875832522
50074	3	1	1	1	2	1	1	1	3	1	1	1679.03580249306
50075	3	1	1	1	3	1	1	1	3	1	1	1007.43354070092
50079	3	1	1	1	2	1	1	1	3	1	1	425.711419753089
50081	3	1	1	1	4	1	1	1	3	1	1	505.536021015098
50089	4	1	2	1	2	2	1	1	2	1	1	2308.48816254443
50090	4	1	1	1	4	1	1	1	3	1	1	2387.29814012074
50092	4	1	1	1	4	1	1	1	2	1	1	2524.60893702834
50094	4	1	2	1	6	1	1	1	2	1	1	2393.69882778042
50095	4	1	2	1	6	1	1	1	2	1	1	2075.53169748059
50096	4	1	2	1	6	1	1	1	2	1	1	2239.99245966736
50097	4	1	2	1	6	1	1	1	2	1	1	2108.61490422051
50134	4	1	2	1	6	1	1	1	2	1	1	2308.48816254443
50135	4	1	2	1	6	1	1	1	2	1	1	2506.03213147112
50136	4	1	2	1	6	1	1	1	2	1	1	2393.69882778042
50137	4	1	2	1	6	1	1	1	2	1	1	2075.53169748059
50145	2	1	1	1	3	1	1	1	3	1	1	796.572142421923
50146	2	1	1	1	2	1	1	1	3	1	1	927.64985751141
50147	2	1	1	1	2	1	1	1	3	1	1	899.559981629592
50148	2	1	2	1	2	1	1	1	3	1	1	962.51120554059
50154	2	1	1	1	2	1	1	1	3	1	1	418.066141439372
50155	2	1	1	1	3	1	1	1	3	1	1	410.646161573536
50156	2	1	1	1	2	1	1	1	3	1	1	657.141576996228
50157	2	1	1	1	2	1	1	1	3	1	1	337.488753908839
50161	2	1	1	1	3	1	1	1	3	1	1	1489.66677178319
50162	2	1	1	1	2	1	1	1	3	1	1	965.897882557236
50163	2	1	2	1	3	1	1	1	3	1	1	1437.15523459104
50164	2	1	1	1	3	1	1	1	3	1	1	1090.06113768241
50168	2	1	2	1	1	1	1	1	3	1	1	1467.47398262744
50169	2	1	2	1	1	1	1	1	3	1	1	1467.47398262744
50170	2	1	2	1	1	1	1	1	3	1	1	965.897882557236
50171	2	1	2	1	1	1	1	1	3	1	1	1550.30426785598
50172	2	1	2	1	1	1	1	1	3	1	1	1807.67952240287
50174	2	1	2	1	1	1	1	1	3	1	1	1188.43001691945
50175	2	1	1	1	1	1	1	1	3	1	1	1467.47398262744
50177	2	1	2	1	1	1	1	1	3	1	1	1519.98551981959
50179	2	1	1	1	1	1	1	1	3	1	1	1214.62310022883
50180	2	1	1	1	1	1	1	1	3	1	2	1032.39186316111
50185	1	1	1	1	3	1	1	1	3	1	1	1220.00976702624
50186	1	1	2	1	3	1	1	1	3	1	1	1058.89348146985
50187	1	1	1	1	4	1	1	1	3	1	1	1066.40883208324
50188	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
50192	1	1	2	1	3	1	1	1	3	1	1	1067.61452331992
50193	1	1	2	1	2	1	1	1	3	1	1	1104.25111962376
50196	1	1	1	1	3	1	1	1	3	1	1	1104.25111962376
50198	1	1	2	1	3	1	1	1	99	1	1	1167.3960078634
50200	1	1	1	1	3	1	1	1	3	1	1	1078.08799407356
50202	1	1	2	1	4	1	1	1	3	1	1	1151.30271925269
50205	1	1	2	1	3	1	1	1	3	1	1	1151.15961539995
50208	1	1	1	1	4	1	1	1	3	1	1	1151.15961539995
50213	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
50219	1	1	2	1	4	1	1	1	99	1	1	1067.61452331992
50226	1	1	2	1	3	1	1	1	3	1	1	1151.30271925269
50228	1	1	2	1	3	1	1	1	3	1	1	1151.15961539995
50230	1	1	2	1	3	1	1	1	3	1	1	1058.89348146985
50234	1	1	2	1	4	1	1	1	3	1	1	1160.02376110275
50235	1	1	1	1	3	1	1	1	3	1	1	1095.53007777369
50238	1	1	2	1	5	1	1	1	3	1	1	1151.15961539995
50240	1	1	2	1	5	1	1	1	3	1	1	1148.14383693653
50241	1	1	1	1	4	1	1	1	3	1	1	1104.25111962376
50243	1	1	2	1	5	1	1	1	3	1	1	1070.57264346018
50245	1	1	2	1	2	1	1	1	3	1	1	1058.89348146985
50246	1	1	1	1	2	1	1	1	3	1	1	1088.01472716031
50247	1	1	1	1	2	1	1	1	3	1	1	1104.53732732922
50249	1	1	1	1	2	1	1	1	3	1	1	1041.45139776973
50251	1	1	1	1	2	1	1	1	3	1	1	1104.25111962376
50252	1	1	1	1	2	1	1	1	3	1	1	1151.30271925269
50253	1	1	1	1	2	1	1	1	3	1	1	1252.43299888558
50254	1	1	1	1	2	1	1	1	3	1	1	1312.41900480908
50255	1	1	1	1	3	1	1	1	3	1	1	1086.80903592363
50263	1	1	1	1	3	1	1	1	2	1	1	1151.30271925269
50264	1	1	1	1	3	1	1	1	3	1	1	1096.8788728631
50265	1	1	1	1	3	1	1	1	3	1	1	1088.01472716031
50266	1	1	1	1	3	1	1	1	3	1	1	1160.02376110275
50267	1	1	1	1	3	1	1	1	3	1	1	1139.42279508647
50268	1	1	1	1	3	1	1	1	3	1	1	1311.07020971967
50269	1	1	1	1	3	1	1	1	3	1	1	1160.02376110275
50270	1	1	1	1	3	1	1	1	3	1	1	1101.58050754595
50271	1	1	1	1	3	1	1	1	3	1	1	1110.30154939602
50272	1	1	1	1	3	1	1	1	3	1	1	1155.65918754992
50273	1	1	2	1	2	1	1	1	3	1	1	1079.29368531024
50274	1	1	1	1	3	1	1	1	3	1	1	1086.80903592363
50275	1	1	1	1	3	1	1	1	3	1	1	1211.28872517618
50276	1	1	1	1	3	1	1	1	3	1	1	1104.25111962376
50277	1	1	2	1	4	1	1	1	3	1	1	1058.89348146985
50278	1	1	1	1	3	1	1	1	3	1	1	1067.61452331992
50279	1	1	2	1	2	1	1	1	3	1	1	1151.30271925269
50280	1	1	1	1	3	1	1	1	3	1	1	1095.53007777369
50281	1	1	1	1	3	1	1	1	3	1	1	995.748593230207
50282	1	1	1	1	3	1	1	1	3	1	1	1119.02259124608
50283	1	1	1	1	3	1	1	1	3	1	1	1004.46963508027
50284	1	1	1	1	3	1	1	1	3	1	1	1095.53007777369
50285	1	1	1	1	3	1	1	1	3	1	1	1363.68396888251
50286	1	1	1	1	2	1	1	1	3	1	1	1211.28872517618
50288	1	1	2	1	3	1	1	1	3	1	1	1067.61452331992
50290	1	1	2	1	3	1	1	1	3	1	1	1303.69796295901
50292	1	1	2	1	3	1	1	1	3	1	1	1252.43299888558
50293	1	1	2	1	3	1	1	1	99	1	1	1104.25111962376
50294	1	1	2	1	3	1	1	1	99	1	1	1151.30271925269
50295	1	1	1	1	3	1	1	1	3	1	1	1079.29368531024
50296	1	1	1	1	3	1	1	1	3	1	1	1158.67496601334
50297	1	1	1	1	3	1	1	1	2	1	1	1312.41900480908
50298	1	1	2	1	3	1	1	1	3	1	1	1151.15961539995
50300	1	1	2	1	4	1	1	1	3	1	1	1151.30271925269
50301	1	1	2	1	4	1	1	1	3	1	1	1058.89348146985
50302	1	1	2	1	4	1	1	1	3	1	1	1151.30271925269
50303	1	1	2	1	4	1	1	1	3	1	1	995.748593230207
50304	1	1	2	1	4	1	1	1	3	1	1	1041.45139776973
50305	1	1	2	1	4	1	1	1	3	1	1	1167.3960078634
50306	1	1	2	1	4	1	1	1	3	1	1	1104.25111962376
50307	1	1	2	1	4	1	1	1	3	1	1	1303.69796295901
50309	1	1	2	1	4	1	1	1	3	1	1	1104.25111962376
50310	1	1	2	1	4	1	1	1	3	1	1	974.14269815314
50311	1	1	2	1	4	1	1	1	3	1	1	1211.28872517618
50312	1	1	2	1	4	1	1	1	3	1	1	1256.78946718282
50313	1	1	2	1	4	1	1	1	3	1	1	1096.73576901037
50314	1	1	2	1	3	1	1	1	3	1	2	995.748593230207
50315	1	1	2	1	4	1	1	1	3	1	1	1211.28872517618
50316	1	1	2	1	2	1	1	1	3	1	1	1151.30271925269
50317	1	1	2	1	2	1	1	1	3	1	1	1395.96409688911
50318	1	1	2	1	3	1	1	1	3	1	1	1041.45139776973
50319	1	1	1	1	3	1	1	1	3	1	1	1142.58167740262
50320	1	1	1	1	3	1	1	1	3	1	1	1151.30271925269
50321	1	1	2	1	3	1	1	1	2	1	1	1104.25111962376
50322	1	1	1	1	2	1	1	1	3	1	1	1151.30271925269
50323	1	1	1	1	3	1	1	1	3	1	1	1146.93814569986
50324	1	1	2	1	4	1	1	1	3	1	1	1193.84664147605
50325	1	1	2	1	4	1	1	1	99	1	1	1160.02376110275
50326	1	1	1	1	3	1	1	1	3	1	1	1363.68396888251
50327	1	1	1	1	3	1	1	1	3	1	1	1058.89348146985
50328	1	1	2	1	3	1	1	1	3	1	1	1095.53007777369
50329	1	1	1	1	3	1	1	1	3	1	1	1456.09320666534
50330	1	1	1	1	2	1	1	1	3	1	1	1180.42396494314
50331	1	1	1	1	3	1	1	1	3	1	1	982.863740003204
50332	1	1	1	1	3	1	1	1	3	1	1	1104.25111962376
50333	1	1	2	1	3	1	1	1	3	1	1	1456.09320666534
50334	1	1	2	1	3	1	1	1	3	1	1	1096.73576901037
50335	1	1	1	1	3	1	1	1	3	1	1	1151.73203081088
50336	1	1	1	1	3	1	1	1	3	1	1	975.348389389818
50337	1	1	1	1	2	1	1	1	3	1	1	1464.8142485154
50338	1	1	1	1	3	1	1	1	2	1	1	1243.71195703552
50339	1	1	1	1	3	1	1	1	3	1	1	1004.612738933
50340	1	1	1	1	3	1	1	1	3	1	1	1249.27411656943
50341	1	1	1	1	3	1	1	1	3	1	1	1096.73576901037
50342	1	1	1	1	3	1	1	1	3	1	1	1151.30271925269
50343	1	1	1	1	3	1	1	1	3	1	1	1096.73576901037
50344	1	1	1	1	3	1	1	1	3	1	1	995.748593230207
50345	1	1	1	1	3	1	1	1	2	1	1	1095.53007777369
50346	1	1	1	1	3	1	1	1	3	1	1	1058.89348146985
50347	1	1	1	1	3	1	1	1	3	1	1	1149.95392416328
50348	1	1	4	1	3	1	1	1	3	1	1	1363.68396888251
50349	1	1	1	1	3	1	1	1	3	1	1	1104.25111962376
50350	1	1	2	1	3	1	1	1	3	1	1	1167.3960078634
50352	1	1	1	1	3	1	1	1	3	1	1	903.482459300108
50355	1	1	1	1	3	1	1	1	3	1	1	1067.75762717265
50357	1	1	2	1	3	1	1	1	3	1	1	1096.73576901037
50358	1	1	1	1	2	1	1	1	3	1	1	1151.30271925269
50359	1	1	2	1	6	1	1	1	3	1	1	1067.61452331992
50361	1	1	2	1	6	1	1	1	3	1	1	1142.43857354989
50362	1	1	2	1	3	1	1	1	3	1	1	982.863740003204
50363	1	1	2	1	6	1	1	1	3	1	1	1151.15961539995
50365	1	1	2	1	6	1	1	1	3	1	1	1050.17243961979
50369	1	1	2	1	6	1	1	1	3	1	1	1058.89348146985
50370	1	1	2	1	6	1	1	1	99	1	1	1067.61452331992
50371	1	1	2	1	6	1	1	1	3	1	1	1067.61452331992
50372	1	1	1	1	2	2	1	1	3	1	1	1057.68779023318
50373	1	1	2	1	6	1	1	1	3	1	1	1151.15961539995
50374	1	1	2	1	6	1	1	1	3	1	1	1096.73576901037
50376	1	1	2	1	6	1	1	1	3	1	1	1095.53007777369
50377	1	1	2	1	3	1	1	1	3	1	1	1211.28872517618
50378	1	1	1	1	3	1	1	1	3	1	1	1096.8788728631
50379	1	1	1	1	3	1	1	1	3	1	1	1041.45139776973
50380	1	1	1	1	3	1	1	1	3	1	1	1167.53911171614
50381	1	1	1	1	3	1	1	1	3	1	1	1058.89348146985
50382	1	1	1	1	3	1	1	1	3	1	1	1303.69796295901
50384	1	1	1	1	3	1	1	1	3	1	1	1151.30271925269
50385	1	1	1	1	2	1	1	1	3	1	1	1220.00976702624
50386	1	1	1	1	2	1	1	1	3	1	1	1079.29368531024
50387	1	1	2	1	3	1	1	1	3	1	1	1303.69796295901
50388	1	1	2	1	3	1	1	1	3	1	1	1050.31554347252
50391	1	1	2	1	3	1	1	1	3	1	1	1243.71195703552
50396	1	1	1	1	2	1	1	1	3	1	1	995.89169708294
50397	1	1	1	1	2	1	1	1	3	1	1	956.700614453013
50398	1	1	1	1	3	1	1	1	3	1	1	995.748593230207
50399	1	1	1	1	3	1	1	1	3	1	1	1240.40997086663
50400	1	1	1	1	2	1	1	1	3	1	1	1127.74363309615
50401	1	1	1	1	3	1	1	1	3	1	1	1059.03658532259
50402	1	1	2	1	3	1	1	1	3	1	1	1050.31554347252
50403	1	1	1	1	2	1	1	1	3	1	1	1160.02376110275
50404	1	1	1	1	2	1	1	1	3	1	1	856.573963523911
50405	1	1	1	1	2	1	1	1	3	1	1	1104.25111962376
50406	1	1	2	1	3	1	1	1	3	1	1	1303.69796295901
50407	1	1	2	1	3	1	1	1	3	1	1	1003.26394384359
50408	1	1	2	1	2	1	1	1	3	1	1	1050.17243961979
50409	1	1	2	1	2	1	1	1	3	1	1	1078.08799407356
50410	1	1	2	1	3	1	1	1	3	1	1	1058.89348146985
50413	1	1	1	1	3	1	1	1	2	1	1	1004.46963508027
50414	1	1	1	1	3	1	1	1	2	1	1	1104.25111962376
50415	1	1	1	1	3	1	1	1	2	1	1	1372.40501073257
50416	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
50417	1	1	1	1	2	1	1	1	3	1	1	1189.1450067932
50418	1	1	2	1	3	1	1	1	3	1	1	1003.26394384359
50419	1	1	1	1	2	1	1	1	3	1	1	1396.10720074185
50420	1	1	1	1	2	1	1	1	3	1	1	1167.3960078634
50421	1	1	1	1	2	1	1	1	3	1	1	1096.73576901037
50422	1	1	1	1	2	1	1	1	3	1	1	1003.26394384359
50428	1	1	1	1	2	1	1	1	3	1	1	1316.77547310631
50431	1	1	1	1	2	1	1	1	3	1	1	1363.68396888251
50434	1	1	1	1	2	1	1	1	3	1	1	1303.69796295901
50440	1	1	1	1	2	1	1	1	3	1	1	1133.86063555256
50441	1	1	1	1	1	1	1	1	3	1	1	1050.31554347252
50442	1	1	1	1	1	1	1	1	3	1	1	1041.45139776973
50443	1	1	1	1	1	1	1	1	3	1	1	1211.28872517618
50444	1	1	1	1	1	1	1	1	3	1	1	1058.89348146985
50445	1	1	1	1	1	1	1	1	3	1	1	1303.69796295901
50446	1	1	1	1	1	1	1	1	3	1	1	1375.36313087283
50447	1	1	1	1	1	1	1	1	3	1	1	1095.53007777369
50448	1	1	1	1	1	1	1	1	3	1	1	1050.17243961979
50449	1	1	1	1	1	1	1	1	3	1	1	1456.09320666534
50450	1	1	1	1	1	1	1	1	3	1	1	1050.17243961979
50451	1	1	2	1	3	1	1	1	2	1	1	1088.01472716031
50452	1	1	2	1	3	1	1	1	2	1	1	1220.00976702624
50454	1	1	1	1	3	1	1	1	2	1	1	1423.81307865874
50460	1	1	1	1	3	1	1	1	3	1	1	1096.73576901037
50464	1	1	2	1	3	1	1	1	3	1	1	1220.00976702624
50466	1	1	1	1	2	1	1	1	3	1	1	1303.69796295901
50467	1	1	1	1	2	1	1	1	3	1	1	910.997809913494
50468	1	1	1	1	2	1	1	1	3	1	1	1354.96292703244
50470	1	1	2	1	4	1	1	1	3	1	1	1148.14383693653
50471	1	1	2	1	4	1	1	1	3	1	1	1088.01472716031
50472	1	1	2	1	4	1	1	1	3	1	1	1058.89348146985
50473	1	1	2	1	4	1	1	1	3	1	1	1303.69796295901
50474	1	1	2	1	4	1	1	1	3	1	1	1142.58167740262
50475	1	1	2	1	4	1	1	1	3	1	1	1059.03658532259
50476	1	1	2	1	4	1	1	1	3	1	1	1303.69796295901
50477	1	1	2	1	4	1	1	1	3	1	1	1050.17243961979
50478	1	1	2	1	4	1	1	1	3	1	1	1067.61452331992
50479	1	1	2	1	4	1	1	1	3	1	1	1011.98498569366
50480	1	1	2	1	4	1	1	1	3	1	1	1142.58167740262
50481	1	1	2	1	4	1	1	1	3	1	1	1024.86983892066
50482	1	1	2	1	4	1	1	1	3	1	1	1104.25111962376
50483	1	1	2	1	4	1	1	1	3	1	1	1088.15783101304
50484	1	1	2	1	4	1	1	1	3	1	1	1088.01472716031
50485	1	1	1	1	2	1	1	1	3	1	1	1079.43678916298
50486	1	1	1	1	3	1	1	1	2	1	1	1396.10720074185
50488	1	1	1	1	2	1	1	1	3	1	1	1240.55307471937
50489	1	1	2	1	2	1	1	1	3	1	1	1243.71195703552
50490	1	1	2	1	2	1	1	1	3	1	2	1050.45864732526
50491	1	1	1	1	3	1	1	1	2	1	1	1160.02376110275
50492	1	1	2	1	2	1	1	1	3	1	1	1151.15961539995
50493	1	1	2	1	2	1	1	1	3	1	1	1151.15961539995
50495	1	1	2	1	2	1	1	1	3	1	1	966.627347539754
50496	1	1	2	1	2	1	1	1	3	1	1	1067.61452331992
50497	1	1	2	1	2	1	1	1	3	1	1	1252.43299888558
50498	1	1	2	1	3	1	1	1	2	1	1	1104.25111962376
50501	1	1	2	1	3	1	1	1	3	1	1	1110.30154939602
50502	1	1	1	1	3	1	1	1	3	1	1	1312.41900480908
50503	1	1	1	1	3	1	1	1	2	1	1	1220.00976702624
50505	1	1	2	1	2	1	1	1	3	1	1	1151.30271925269
50506	1	1	1	1	1	1	1	1	3	1	1	1303.69796295901
50507	1	1	1	1	1	1	1	1	3	1	1	1104.25111962376
50509	1	1	1	1	1	1	1	1	3	1	1	1286.25587925889
50510	1	1	1	1	1	1	1	1	3	1	1	1151.30271925269
50511	1	1	1	1	3	1	1	1	3	1	1	1110.30154939602
50512	1	1	1	1	1	1	1	1	3	1	1	1104.25111962376
50513	1	1	1	1	1	1	1	1	3	1	1	1151.30271925269
50514	1	1	1	1	1	1	1	1	3	1	1	1211.28872517618
50515	1	1	1	1	3	1	1	1	3	1	1	1096.73576901037
50516	1	1	2	1	2	1	1	1	3	1	1	1151.30271925269
50517	1	1	1	1	1	1	1	1	3	1	1	1058.89348146985
50518	1	1	1	1	1	1	1	1	3	1	1	1096.73576901037
50519	1	1	1	1	2	1	1	1	3	1	1	1151.15961539995
50520	1	1	1	1	1	1	1	1	3	1	1	1211.28872517618
50521	1	1	1	1	2	1	1	1	3	1	1	1243.71195703552
50522	1	1	1	1	1	1	1	1	3	1	1	1220.00976702624
50523	1	1	2	1	2	1	1	1	2	1	1	1149.95392416328
50524	1	1	1	1	1	1	1	1	3	1	1	1227.52511763963
50525	1	1	1	1	1	1	1	1	3	1	1	1058.89348146985
50526	1	1	1	1	1	1	1	1	3	1	1	1151.30271925269
50527	1	1	1	1	1	1	1	1	3	1	1	1058.89348146985
50528	1	1	1	1	2	1	1	1	3	1	1	1104.25111962376
50529	1	1	1	1	2	1	1	1	3	1	1	1211.28872517618
50530	1	1	2	1	3	1	1	1	2	1	1	1372.40501073257
50532	1	1	2	1	2	1	1	1	2	1	1	1220.15287087898
50533	1	1	2	1	2	1	1	1	2	1	1	1312.41900480908
50537	1	1	1	1	2	1	1	1	3	2	1	1151.30271925269
50539	1	1	1	1	2	1	1	1	3	1	1	1167.3960078634
50540	1	1	1	1	2	1	1	1	3	1	1	1312.41900480908
50541	1	1	1	1	2	1	1	1	3	1	1	1151.15961539995
50543	1	1	1	1	3	1	1	1	2	1	1	1220.00976702624
50546	1	1	1	1	2	1	1	1	3	1	1	1249.27411656943
50547	1	1	2	1	3	1	1	1	3	1	1	1211.28872517618
50548	1	1	2	1	3	1	1	1	3	1	1	1151.30271925269
50549	1	1	2	1	3	1	1	1	3	1	1	1142.43857354989
50550	1	1	2	1	3	1	1	1	3	1	1	1243.56885318279
50551	1	1	1	1	3	1	1	1	3	1	1	1088.01472716031
50553	1	1	1	1	2	1	1	1	3	1	1	1456.09320666534
50554	1	1	1	1	3	1	1	1	3	1	1	1167.3960078634
50556	1	1	1	2		1	1	1	3	1	1	1243.71195703552
50557	1	1	1	1	3	1	1	1	3	1	1	1067.61452331992
50558	1	1	2	1	3	1	1	1	3	1	1	1096.73576901037
50559	1	1	1	1	3	1	1	1	2	1	1	1151.15961539995
50560	1	1	1	1	3	1	1	1	3	1	1	1088.01472716031
