DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6008	P220	P5785	P5465	P6050	P605	P6160	P8586	P6210	P6210S1	P6945	FEX_P
27697	252	1	2	2	2	5									1028.0028787
27698	252	1	1		2	61	6	1	3	1	2	6	5	1	1247.1921441
27698	252	1	2		1	65	6	2	3	1	2	6	5	1	1247.1921441
27698	252	1	3	3	2	25	6	3	6	1	2	6	5	1	1247.1921441
27700	252	1	1		1	45	6	1	3	1	2	6	5	1	1415.5793867
27700	252	1	2		2	39	6	2	3	1	2	6	2	1	1415.5793867
27700	252	1	3		1	18	6	3	6	1	2	5	2	1	1415.5793867
27700	252	1	4	4	2	9									1415.5793867
27701	252	1	1		2	46	5	1	1	1	2	4	5	4	1131.9839517
27701	252	1	2		1	30	6	2	1	1	2	5	1	4	1131.9839517
27701	252	1	3	3	1	17									1131.9839517
27703	252	1	1		2	52	1	1	2	1	2	3	6	1	686.47300391
27703	252	1	2		1	53	1	2	2	2	2	1		1	686.47300391
27703	252	1	3		1	25	6	3	3	1	2	4	4	1	686.47300391
27703	252	1	4		2	12									686.47300391
27703	252	1	5		1	33	1	3	6	1	2	3	1	1	686.47300391
27703	252	1	6		1	16									686.47300391
27703	252	1	7		1	5									686.47300391
27703	252	1	8	8	2	3									686.47300391
27704	252	1	1		2	52	1	1	2	1	2	3	5	2	505.35034915
27704	252	1	2		1	48	6	2	2	2	2	1		1	505.35034915
27704	252	1	3	3	1	10									505.35034915
27712	252	1	1		1	62	5	1	3	2	2	1		4	317.1405684
27712	252	1	2	2	2	60	5	2	3	1	2	3	6	1	317.1405684
27713	252	1	1		1	50	1	1	3	1	2	3	1	1	505.35034915
27713	252	1	2		2	44	1	2	3	1	2	4	2	1	505.35034915
27713	252	1	3	3	1	12									505.35034915
27714	252	1	1		1	51	6	1	2	1	2	6	5	1	437.40810902
27714	252	1	2		2	44	1	2	2	1	2	1		1	437.40810902
27714	252	1	3		2	19	6	3	6	1	1	6	2	1	437.40810902
27714	252	1	4		2	19	6	3	6	1	1	6	2	1	437.40810902
27714	252	1	5		1	17									437.40810902
27714	252	1	6		2	16									437.40810902
27714	252	1	7	7	2	17									437.40810902
27715	252	1	1		1	41	5	1	3	1	2	5	2	3	598.58136558
27715	252	1	2		2	39	5	2	3	1	2	5	2	3	598.58136558
27715	252	1	3		1	18	5	3	6	1	1	6	0	4	598.58136558
27715	252	1	4		1	16									598.58136558
27715	252	1	5		1	11									598.58136558
27715	252	1	6	6	2	9									598.58136558
27716	252	1	1		1	65	1	1	2	1	2	3	4	1	336.35307505
27716	252	1	2		2	62	1	2	2	2	2	1		1	336.35307505
27716	252	1	3		2	40	1	3	6	1	2	3	6	1	336.35307505
27716	252	1	4		2	31	1	3	2	1	2	6	3	1	336.35307505
27716	252	1	5		1	34	1	5	2	1	2	5	2	1	336.35307505
27716	252	1	6		1	10									336.35307505
27716	252	1	7		2	5									336.35307505
27716	252	1	8	8	2	3									336.35307505
27717	252	1	1		1	60	6	1	2	2	2	1		4	285.32873667
27717	252	1	2		2	51	6	2	2	2	2	1		1	285.32873667
27717	252	1	3		2	36	6	3	3	1	2	5	2	1	285.32873667
27717	252	1	4		2	8									285.32873667
27717	252	1	5		1	6									285.32873667
27717	252	1	6		1	2									285.32873667
27717	252	1	7	7	2	30	6	3	2	1	2	5	2	1	285.32873667
27718	252	1	1		2	23	5	1	4	1	2	5	2	4	383.48759076
27718	252	1	2		1	2									383.48759076
27718	252	1	3	3	2	50	5	5	5	1	2	4	5	3	383.48759076
27719	252	1	1		1	62	7	1	4	2	2	1		1	394.05525807
27719	252	1	2	2	1	17									394.05525807
27720	252	1	1		1	33	1	1	2	1	2	5	2	1	511.4266188
27720	252	1	2		2	31	1	2	2	1	2	6	2	1	511.4266188
27720	252	1	3		1	9									511.4266188
27720	252	1	4	4	2	6									511.4266188
27721	252	1	1		2	37	6	1	2	1	2	4	5	1	516.76599691
27721	252	1	2		1	36	1	2	2	1	2	3	6	1	516.76599691
27721	252	1	3		2	17									516.76599691
27721	252	1	4		1	14									516.76599691
27721	252	1	5	5	1	16									516.76599691
27722	252	1	1		1	31	6	1	3	1	2	5	2	3	517.50288845
27722	252	1	2		2	28	6	2	3	1	2	5	2	3	517.50288845
27722	252	1	3		1	9									517.50288845
27722	252	1	4		2	5									517.50288845
27722	252	1	5	5	2	1									517.50288845
27734	252	1	1		2	49	6	1	2	1	2	6	5	5	860.98197792
27734	252	1	2		1	47	6	2	2	1	2	3	6	1	860.98197792
27734	252	1	3		1	26	6	3	6	1	2	6	4	1	860.98197792
27734	252	1	4		2	29	6	3	4	1	2	5	2	1	860.98197792
27734	252	1	5		1	10									860.98197792
27734	252	1	6	6	1	3									860.98197792
27735	252	1	1		2	68	6	1	4	1	2	4	4	5	596.13306875
27735	252	1	2	2	1	61	6	5	6	1	2	3	6	5	596.13306875
27736	252	1	1		2	46	7	1	4	1	2	3	4	1	586.02850656
27736	252	1	2		2	23	7	3	6	1	1	6	0	1	586.02850656
27736	252	1	3		2	29	6	3	4	1	2	6	2	1	586.02850656
27736	252	1	4	4	1	3									586.02850656
27739	252	1	1		1	55	5	1	2	2	2	1		5	762.03544571
27739	252	1	2		2	54	5	2	2	2	2	1		5	762.03544571
27739	252	1	3		2	53	99	5	6	2	2	1		5	762.03544571
27739	252	1	4	4	1	11									762.03544571
27741	252	1	1		1	63	6	1	3	1	2	4	3	1	1067.6958574
27741	252	1	2		2	43	6	2	2	1	2	3	6	1	1067.6958574
27741	252	1	3		1	17									1067.6958574
27741	252	1	4		1	15									1067.6958574
27741	252	1	5	5	1	10									1067.6958574
27742	252	1	1		1	49	6	1	3	1	2	6	5	10	686.73051739
27742	252	1	2	2	2	48	6	2	3	1	2	7	6	1	686.73051739
27743	252	1	4		2	39	99	5	2	1	2	5	2	1	747.42865658
27743	252	1	5	5	2	7									747.42865658
27743	252	1	1		1	72	6	1	3	1	2	6	5	1	747.42865658
27743	252	1	2		2	24	6	3	6	1	2	6	5	1	747.42865658
27743	252	1	3		1	46	99	3	2	1	2	5	2	1	747.42865658
27750	252	1	1		1	63	6	1	2	1	2	4	2	1	526.05310919
27750	252	1	2	2	2	80	7	2	2	2	2	1		1	526.05310919
27751	252	1	1		1	77	99	1	3	1	2	1		5	536.1320485
27751	252	1	2		2	71	7	2	3	1	2	1		5	536.1320485
27751	252	1	3	3	2	9									536.1320485
27752	252	1	1		2	41	7	1	2	1	2	3	3	1	616.22080816
27752	252	1	2		1	60	6	2	2	1	2	3	3	1	616.22080816
27752	252	1	3		1	17									616.22080816
27752	252	1	4		1	16									616.22080816
27752	252	1	5		2	12									616.22080816
27752	252	1	6	6	2	7									616.22080816
27753	252	1	1		1	80	6	1	3	1	2	1		5	526.05310919
27753	252	1	2	2	2	73	6	2	3	1	2	3	4	5	526.05310919
27754	252	1	1		2	33	99	1	3	1	2	3	6	5	883.74927927
27754	252	1	2		1	40	6	2	3	1	2	3	6	1	883.74927927
27754	252	1	3		1	15									883.74927927
27754	252	1	4		2	13									883.74927927
27754	252	1	5		1	11									883.74927927
27754	252	1	6		1	9									883.74927927
27754	252	1	7		1	7									883.74927927
27754	252	1	8	8	1	6									883.74927927
27755	252	1	1		2	73	6	1	5	2	2	1		5	650.23700075
27755	252	1	2	2	1	17									650.23700075
27761	252	1	1		1	70	99	1	5	2	2	1		4	664.93567629
27761	252	1	2		2	15									664.93567629
27761	252	1	3	3	2	12									664.93567629
27769	252	1	1	1	1	70	6	1	5	1	2	3	4	1	516.11828584
27781	252	1	1		1	30	6	1	3	1	2	5	2	1	606.04276286
27781	252	1	2		2	31	6	2	3	1	2	6	3	1	606.04276286
27781	252	1	3		2	6									606.04276286
27781	252	1	4		1	67	5	5	2	2	2	1		1	606.04276286
27781	252	1	5	5	2	65	6	5	2	2	2	1		1	606.04276286
27782	252	1	1		1	60	5	1	3	1	2	7	3	1	651.90923229
27782	252	1	2		2	56	7	2	3	1	2	5	2	1	651.90923229
27782	252	1	3	3	2	16									651.90923229
27783	252	1	1		1	31	6	1	3	1	1	6	4	1	767.02316416
27783	252	1	2		2	34	7	2	3	1	2	6	5	1	767.02316416
27783	252	1	3		2	5									767.02316416
27783	252	1	4		1	3									767.02316416
27783	252	1	5	5	2	22	7	6	4	1	1	4	3	1	767.02316416
27811	252	1	1		2	67	6	1	2	1	2	3	6	1	284.90449877
27811	252	1	2	2	1	61	6	2	2	1	2	3	5	1	284.90449877
27812	252	1	1		2	37	99	1	2	2	2	2	4	1	422.80342737
27812	252	1	2		1	47	6	2	2	1	2	3	4	1	422.80342737
27812	252	1	3		2	19	6	3	6	1	2	5	2	1	422.80342737
27812	252	1	4		1	13									422.80342737
27812	252	1	5	5	1	16									422.80342737
27813	252	1	1		1	33	6	1	2	1	2	6	1	1	396.98219024
27813	252	1	2		2	29	6	2	2	1	2	4	3	99	396.98219024
27813	252	1	3		2	9									396.98219024
27813	252	1	4		1	3									396.98219024
27813	252	1	5	5	1	78	6	5	5	1	2	3	5	1	396.98219024
27814	252	1	1		1	43	6	1	2	1	2	3	5	1	449.18685681
27814	252	1	2	2	2	41	6	2	2	1	2	3	6	1	449.18685681
27815	252	1	1		1	59	7	1	5	1	2	5	2	1	501.66143523
27815	252	1	2		1	22	7	3	6	1	2	5	2	1	501.66143523
27815	252	1	3		1	19	7	3	6	1	2	5	4	1	501.66143523
27815	252	1	4	4	2	15									501.66143523
27816	252	1	1		1	56	6	1	3	1	2	3	6	5	288.16828303
27816	252	1	2		2	50	6	2	3	1	2	3	6	5	288.16828303
27816	252	1	3		2	25	6	3	2	1	2	5	2	5	288.16828303
27816	252	1	4		2	6									288.16828303
27816	252	1	5	5	2	4									288.16828303
27817	252	1	1	1	1	51	6	1	5	1	2	5	2	1	485.16358962
27818	252	1	1		2	86	6	1	5	2	2	1		1	259.1830588
27818	252	1	2		2	53	6	3	6	1	2	3	6	1	259.1830588
27818	252	1	3		1	79	6	5	6	2	2	1		1	259.1830588
27818	252	1	4		1	7									259.1830588
27818	252	1	5	5	2	5									259.1830588
27819	252	1	1		2	88	7	1	5	1	2	5	2	1	311.38772537
27819	252	1	2	2	2	21	7	4	6	1	1	6	1	1	311.38772537
27820	252	1	1		1	64	6	1	3	1	2	4	4	1	220.60453119
27820	252	1	2		2	60	6	2	3	1	2	5	2	1	220.60453119
27820	252	1	3	3	2	88	6	5	5	2	2	1		1	220.60453119
27821	252	1	1		1	53	6	1	3	1	2	5	3	1	486.70928785
27821	252	1	2		2	50	7	2	3	1	2	5	2	1	486.70928785
27821	252	1	3		1	22	99	3	6	1	1	6	4	5	486.70928785
27821	252	1	4	4	2	18	6	3	6	1	1	6	2	1	486.70928785
27822	252	1	10		1	63	1	9	6	2	2	1		1	632.35923856
27822	252	1	11		2	29	6	5	2	1	1	6	0	1	632.35923856
27822	252	1	12		1	24	6	5	6	1	2	4	5	1	632.35923856
27822	252	1	13		1	23	6	5	6	1	1	6	3	1	632.35923856
27822	252	1	14	14	1	6									632.35923856
27822	252	1	1		2	46	1	1	3	1	2	5	2	99	632.35923856
27822	252	1	2		1	50	1	2	3	1	2	4	4	1	632.35923856
27822	252	1	3		1	20	1	3	6	1	1	6	2	1	632.35923856
27822	252	1	4		1	19	6	5	6	1	1	5	2	1	632.35923856
27822	252	1	5		2	24	6	3	2	1	2	6	3	1	632.35923856
27822	252	1	6		1	34	6	9	2	1	2	5	2	1	632.35923856
27822	252	1	7		1	5									632.35923856
27822	252	1	8		1	3									632.35923856
27822	252	1	9		2	85	6	5	5	2	2	1		99	632.35923856
27823	252	1	1		2	49	1	1	4	1	2	3	6	1	381.1463341
27823	252	1	2	2	2	14									381.1463341
27824	252	1	1		1	53	1	1	3	2	2	2	4	99	460.98784788
27824	252	1	2		2	46	1	2	3	1	2	5	2	1	460.98784788
27824	252	1	3		1	22	1	3	6	1	2	5	2	99	460.98784788
27824	252	1	4		2	20	1	3	6	1	2	6	2	10	460.98784788
27824	252	1	5		2	18	1	3	6	1	2	5	2	1	460.98784788
27824	252	1	6		1	15									460.98784788
27824	252	1	7	7	2	13									460.98784788
27825	252	1	1		1	33	99	1	2	1	2	5	2	1	449.18685681
27825	252	1	2	2	2	31	6	2	2	1	2	6	3	1	449.18685681
27826	252	1	1		2	25	99	1	3	1	2	6	2	1	345.16960129
27826	252	1	2		2	4									345.16960129
27826	252	1	3	3	2	54	99	5	4	1	2	3	6	1	345.16960129
27827	252	1	1		1	44	6	1	2	1	2	5	2	1	464.23880134
27827	252	1	2		2	41	6	2	2	1	2	6	4	1	464.23880134
27827	252	1	3		1	15									464.23880134
27827	252	1	4		2	9									464.23880134
27827	252	1	5	5	1	5									464.23880134
27828	252	1	1		1	32	1	1	3	1	2	5	2	1	453.98350849
27828	252	1	2		2	29	6	2	3	1	2	5	2	1	453.98350849
27828	252	1	3	3	1	7									453.98350849
27830	252	1	1		1	57	6	1	3	1	2	4	3	1	324.14501584
27830	252	1	2		2	52	6	2	3	1	2	3	6	1	324.14501584
27830	252	1	3		2	13									324.14501584
27830	252	1	4	4	2	8									324.14501584
27832	252	1	1		1	68	6	1	4	1	2	3	6	1	356.20880573
27832	252	1	2		2	38	6	3	4	1	2	4	2	1	356.20880573
27832	252	1	3		1	19	6	4	6	1	2	5	2	1	356.20880573
27832	252	1	4		2	20	6	3	2	1	2	4	3	1	356.20880573
27832	252	1	5	5	2	0									356.20880573
27834	252	1	1		1	48	7	1	4	1	2	3	6	1	558.66275348
27834	252	1	2	2	1	18	99	3	6	1	2	5	2	1	558.66275348
27835	252	1	1		1	83	99	1	2	2	2	1		1	289.70115046
27835	252	1	2		2	56	99	2	2	1	2	3	5	1	289.70115046
27835	252	1	3	3	1	15									289.70115046
27837	252	1	1		2	52	7	1	2	1	2	3	6	5	318.02438522
27837	252	1	2		1	58	6	2	2	1	2	4	2	1	318.02438522
27837	252	1	3	3	1	14									318.02438522
27838	252	1	1		2	33	6	1	4	1	1	4	1	5	395.53628916
27838	252	1	2		1	14									395.53628916
27838	252	1	3		1	12									395.53628916
27838	252	1	4		1	11									395.53628916
27838	252	1	5	5	2	13									395.53628916
27839	252	1	1		1	46	99	1	2	2	2	2	4	99	453.98350849
27839	252	1	2		2	40	6	2	2	1	2	4	4	1	453.98350849
27839	252	1	3	3	1	17									453.98350849
27841	252	1	1		1	42	99	1	2	1	2	3	6	1	464.23880134
27841	252	1	2		2	27	6	2	2	1	2	5	1	1	464.23880134
27841	252	1	3		1	14									464.23880134
27841	252	1	4		2	11									464.23880134
27841	252	1	5	5	1	5									464.23880134
27842	252	1	1		1	24	6	1	1	1	2	3	4	1	496.08087194
27842	252	1	2		2	17									496.08087194
27842	252	1	3	3	2	0									496.08087194
27843	252	1	1		2	27	6	1	2	1	1	6	2	1	449.18685681
27843	252	1	2	2	1	31	6	2	2	1	2	5	2	1	449.18685681
27845	252	1	1		1	32	1	1	2	1	2	4	3	1	453.98350849
27845	252	1	2		2	21	6	2	2	1	1	6	1	1	453.98350849
27845	252	1	3	3	1	1									453.98350849
27846	252	1	1		1	45	7	1	2	2	2	2	4	1	494.756893
27846	252	1	2		1	14									494.756893
27846	252	1	3	3	1	7									494.756893
27847	252	1	2		2	40	6	2	3	1	2	3	6	1	454.64549796
27847	252	1	3	3	2	13									454.64549796
27847	252	1	1		1	47	6	1	3	1	2	3	3	1	454.64549796
27848	252	1	1		1	37	6	1	2	2	2	2	4	1	496.30259123
27848	252	1	2		2	42	6	2	2	2	2	1		1	496.30259123
27848	252	1	3		1	24	6	3	6	2	2	1		1	496.30259123
27848	252	1	4		2	21	99	3	6	1	2	6	2	1	496.30259123
27848	252	1	5		1	17									496.30259123
27848	252	1	6	6	1	11									496.30259123
27849	252	1	1		2	86	6	1	2	2	2	1		1	302.164131
27849	252	1	2		1	84	6	2	2	2	2	1		1	302.164131
27849	252	1	3		1	48	6	3	5	1	2	3	6	1	302.164131
27849	252	1	4		1	17									302.164131
27849	252	1	5		2	16									302.164131
27849	252	1	6		2	15									302.164131
27849	252	1	7		2	45	6	3	4	1	2	4	3	1	302.164131
27849	252	1	8	8	2	21	6	4	6	1	1	6	0	1	302.164131
27850	252	1	1		2	32	6	1	3	1	2	6	3	1	459.44214965
27850	252	1	2		1	31	1	2	3	1	2	5	2	1	459.44214965
27850	252	1	3		2	6									459.44214965
27850	252	1	4	4	1	0									459.44214965
27851	252	1	1		2	26	6	1	4	1	2	4	4	1	385.94298579
27851	252	1	2		1	4									385.94298579
27851	252	1	3	3	2	0									385.94298579
27852	252	1	1		1	44	99	1	2	1	2	4	2	99	458.78016018
27852	252	1	2		2	36	5	2	2	1	2	3	6	1	458.78016018
27852	252	1	3		1	12									458.78016018
27852	252	1	4	4	1	12									458.78016018
27855	252	1	1		1	46	6	1	4	1	2	3	6	1	490.62223078
27855	252	1	2	2	2	15									490.62223078
27856	252	1	1		1	58	5	1	2	2	2	1		1	248.92776595
27856	252	1	2		2	56	99	2	2	1	2	3	6	1	248.92776595
27856	252	1	3	3	2	23	99	3	6	1	2	6	2	1	248.92776595
27857	252	1	1		2	51	6	1	3	1	2	5	2	1	486.70928785
27857	252	1	2		1	28	6	3	6	2	2	1		1	486.70928785
27857	252	1	3		2	26	6	3	1	1	2	5	2	1	486.70928785
27857	252	1	4	4	1	32	6	9	1	1	2	3	6	1	486.70928785
27858	252	1	1		2	54	1	1	2	2	2	1		1	449.18685681
27858	252	1	2	2	1	48	1	2	2	2	2	1		1	449.18685681
27859	252	1	1		1	49	6	1	2	1	2	3	4	1	418.00677568
27859	252	1	2		2	45	6	2	2	1	2	4	3	1	418.00677568
27859	252	1	3		2	18	6	3	6	1	1	6	2	1	418.00677568
27859	252	1	4	4	1	4									418.00677568
27861	252	1	1		1	32	6	1	2	1	2	6	5	1	454.64549796
27861	252	1	2		2	25	6	2	2	1	2	5	2	1	454.64549796
27861	252	1	3	3	2	1									454.64549796
27862	252	1	1		2	52	7	1	6	1	2	5	2	1	533.60330298
27862	252	1	2		1	23	7	5	6	1	1	6	2	1	533.60330298
27862	252	1	3		1	19	7	5	6	1	1	6	0	1	533.60330298
27862	252	1	4		2	13									533.60330298
27862	252	1	5	5	2	6									533.60330298
27863	252	1	2	2	2	39	6	2	2	1	1	6	2	1	449.18685681
27863	252	1	1		1	40	6	1	2	1	2	5	2	1	449.18685681
27864	252	1	1		1	47	6	1	3	1	2	3	6	5	459.44214965
27864	252	1	2		2	46	6	2	3	1	2	5	2	5	459.44214965
27864	252	1	3		2	7									459.44214965
27864	252	1	4	4	1	6									459.44214965
27865	252	1	1		1	51	6	1	3	1	2	6	3	1	528.14466182
27865	252	1	2		2	50	6	2	3	1	2	4	5	1	528.14466182
27865	252	1	3		1	29	6	3	6	1	2	6	4	1	528.14466182
27865	252	1	4	4	2	17									528.14466182
27866	252	1	1		1	46	99	1	2	1	2	3	4	1	453.98350849
27866	252	1	2		2	50	99	2	2	1	2	3	6	1	453.98350849
27866	252	1	3	3	1	13									453.98350849
27867	252	1	1		1	32	6	1	6	1	2	4	5	1	632.16191735
27867	252	1	2		1	30	99	5	6	1	2	3	6	1	632.16191735
27867	252	1	3	3	1	22	6	5	6	1	2	5	2	1	632.16191735
27868	252	1	1		1	36	6	1	2	1	2	4	3	1	459.44214965
27868	252	1	2		2	23	6	2	2	1	2	4	3	1	459.44214965
27868	252	1	3		2	6									459.44214965
27868	252	1	4	4	1	1									459.44214965
27869	252	1	5	5	2	9									395.80417154
27869	252	1	1		2	73	1	1	5	1	2	3	3	1	395.80417154
27869	252	1	2		2	37	1	3	6	1	2	5	2	1	395.80417154
27869	252	1	3		1	41	1	3	4	1	2	3	6	1	395.80417154
27869	252	1	4		2	10									395.80417154
27870	252	1	1		2	39	6	1	4	1	2	6	5	5	280.86963371
27870	252	1	2		2	13									280.86963371
27870	252	1	3		2	61	6	5	5	1	2	4	2	1	280.86963371
27870	252	1	4	4	2	35	6	5	6	1	2	6	5	1	280.86963371
27872	252	1	1	1	2	76	6	1	5	2	2	2	4	1	347.36445818
27873	252	1	1	1	1	49	7	1	3	1	2	7	2	1	773.49837746
27874	252	1	1		2	22	6	1	6	1	2	5	2	1	386.60497526
27874	252	1	2		2	2									386.60497526
27874	252	1	3	3	2	17									386.60497526
27875	252	1	1		2	77	7	1	6	1	2	6	5	1	709.66873176
27875	252	1	2	2	2	81	7	5	6	1	2	6	5	1	709.66873176
27876	252	1	1		1	40	7	1	3	1	2	6	3	1	1061.4121221
27876	252	1	2		2	35	7	2	3	1	1	6	2	2	1061.4121221
27876	252	1	3		1	16									1061.4121221
27876	252	1	4		2	12									1061.4121221
27876	252	1	5	5	1	9									1061.4121221
27877	252	1	1		2	71	6	1	5	1	2	4	5	5	724.54827136
27877	252	1	2		2	38	6	3	6	1	2	6	5	5	724.54827136
27877	252	1	3	3	2	35	6	3	6	1	2	7	3	5	724.54827136
27878	252	1	1		1	67	6	1	2	1	2	3	6	1	788.71583762
27878	252	1	2		2	63	6	2	2	1	2	3	5	1	788.71583762
27878	252	1	3		2	44	7	3	4	1	2	5	2	1	788.71583762
27878	252	1	4		2	26	7	4	6	2	2	1		1	788.71583762
27878	252	1	5	5	1	14									788.71583762
27879	252	1	1		2	32	6	1	6	1	2	6	2	5	1004.1131655
27879	252	1	2		2	16									1004.1131655
27879	252	1	3		2	10									1004.1131655
27879	252	1	4		2	11									1004.1131655
27879	252	1	5		2	26	6	5	4	1	2	5	2	1	1004.1131655
27879	252	1	6		2	0									1004.1131655
27879	252	1	7	7	2	4									1004.1131655
27880	252	1	1		1	32	7	1	2	1	2	3	6	5	1016.0322428
27880	252	1	2		2	34	7	2	2	1	2	4	4	5	1016.0322428
27880	252	1	3		2	16									1016.0322428
27880	252	1	4		1	9									1016.0322428
27880	252	1	5	5	1	35	6	5	4	1	2	5	2	1	1016.0322428
27881	252	1	1		1	58	6	1	3	1	2	5	2	2	851.56206715
27881	252	1	2		2	62	7	2	3	1	2	4	5	2	851.56206715
27881	252	1	3		1	28	6	3	6	1	2	6	5	2	851.56206715
27881	252	1	4	4	1	25	7	3	6	1	2	6	5	2	851.56206715
27882	252	1	1		1	55	6	1	3	1	2	4	5	4	932.76377004
27882	252	1	2		2	45	6	2	3	1	2	6	5	1	932.76377004
27882	252	1	3	3	1	17									932.76377004
27883	252	1	1		1	35	6	1	6	1	2	5	2	1	930.44002161
27883	252	1	2	2	1	71	6	5	5	2	2	1		1	930.44002161
27884	252	1	1		1	39	5	1	2	1	2	5	2	1	926.42466935
27884	252	1	2		2	41	5	2	2	1	2	4	3	4	926.42466935
27884	252	1	3	3	2	12									926.42466935
27886	252	1	1		1	59	6	1	3	1	2	6	3	1	968.47838858
27886	252	1	2		2	48	6	2	3	1	2	5	2	1	968.47838858
27886	252	1	3		1	17									968.47838858
27886	252	1	4	4	2	15									968.47838858
27887	252	1	1		2	67	6	1	6	1	2	5	2	1	760.2628899
27887	252	1	2		2	45	6	3	6	1	2	6	5	1	760.2628899
27887	252	1	3		2	18	6	4	6	1	2	5	2	1	760.2628899
27887	252	1	4	4	2	8									760.2628899
27888	252	1	1		1	25	6	1	1	1	2	5	2	4	890.71005081
27888	252	1	2	2	2	19	6	2	1	1	2	5	2	4	890.71005081
27889	252	1	1		2	79	7	1	6	2	2	1		1	832.77438026
27889	252	1	2	2	1	21	6	4	6	1	2	5	2	1	832.77438026
27890	252	1	1		1	59	6	1	3	1	2	4	4	4	829.44822012
27890	252	1	2		2	62	6	2	3	1	2	3	6	1	829.44822012
27890	252	1	3	3	1	22	7	3	6	1	1	6	5	1	829.44822012
27891	252	1	5		1	18	7	3	6	1	1	6	0	1	967.32620326
27891	252	1	6	6	2	17									967.32620326
27891	252	1	1		1	55	7	1	3	1	2	6	5	1	967.32620326
27891	252	1	2		2	51	7	2	3	1	1	5	2	1	967.32620326
27891	252	1	3		1	26	7	3	6	1	2	7	2	1	967.32620326
27891	252	1	4		1	28	7	3	6	1	1	6	7	1	967.32620326
27892	252	1	1		2	57	6	1	6	1	2	3	4	1	782.37673693
27892	252	1	2		2	26	6	3	2	1	2	5	2	99	782.37673693
27892	252	1	3		1	29	6	9	2	1	2	5	2	99	782.37673693
27892	252	1	4		2	18	6	4	6	1	1	5	2	99	782.37673693
27892	252	1	5	5	2	0									782.37673693
27893	252	1	1		1	69	6	1	3	1	2	6	5	1	807.3343731
27893	252	1	2	2	2	63	6	2	3	1	2	6	2	1	807.3343731
27894	252	1	1		1	50	6	1	3	1	2	6	5	1	890.71005081
27894	252	1	2	2	2	44	6	2	3	1	2	6	5	1	890.71005081
27895	252	1	1	1	1	50	6	1	4	1	2	6	5	1	933.76618175
27896	252	1	1	1	1	34	6	1	6	1	2	7	2	1	933.76618175
27897	252	1	1		2	40	6	1	4	1	2	6	5	1	936.08993018
27897	252	1	2	2	1	14									936.08993018
27898	252	1	1		2	32	7	1	6	1	2	6	5	99	904.31082232
27898	252	1	2	2	2	8									904.31082232
27899	252	1	1		2	70	6	1	5	1	2	3	3	1	830.61978323
27899	252	1	2		1	46	6	3	4	1	2	5	2	2	830.61978323
27899	252	1	3		2	50	6	9	3	1	2	5	2	1	830.61978323
27899	252	1	4		1	55	6	9	3	1	2	5	2	1	830.61978323
27899	252	1	5		1	19	6	4	6	1	2	5	2	1	830.61978323
27899	252	1	6	6	1	18	7	9	6	1	2	99		99	830.61978323
27900	252	1	1		1	57	7	1	3	1	2	6	4	1	807.3343731
27900	252	1	2	2	2	56	7	2	3	1	2	6	4	1	807.3343731
27901	252	1	1		1	54	6	1	3	1	2	5	2	1	887.38389067
27901	252	1	2		2	52	6	2	3	1	2	5	2	1	887.38389067
27901	252	1	3	3	1	87	6	5	5	1	2	3	6	1	887.38389067
27902	252	1	1		2	64	6	1	5	1	2	5	2	1	767.6044023
27902	252	1	2	2	2	41	6	3	4	1	2	6	5	1	767.6044023
27903	252	1	1	1	1	21	6	1	6	1	1	6	4	1	933.76618175
27904	252	1	2		1	12									1071.077383
27904	252	1	3		1	4									1071.077383
27904	252	1	4	4	1	1									1071.077383
27904	252	1	1		2	30	6	1	3	1	2	6	5	1	1071.077383
27905	252	1	1	1	2	28	6	1	6	1	1	6	4	1	868.59620378
27906	252	1	1		1	63	7	1	2	1	2	5	2	1	865.16283866
27906	252	1	2		2	58	7	2	2	1	2	4	4	1	865.16283866
27906	252	1	3		1	24	7	3	6	1	2	5	2	1	865.16283866
27906	252	1	4	4	2	17									865.16283866
27907	252	1	1		2	32	6	1	3	1	2	7	2	1	958.20377721
27907	252	1	2		1	24	6	2	3	1	1	6	3	1	958.20377721
27907	252	1	3	3	1	1									958.20377721
27908	252	1	1		1	31	7	1	6	1	2	6	5	1	955.88002877
27908	252	1	2	2	1	24	6	5	6	1	1	6	4	99	955.88002877
27909	252	1	1		2	71	7	1	3	1	2	6	5	1	807.3343731
27909	252	1	2	2	1	76	7	2	3	1	2	7	4	1	807.3343731
27910	252	1	1		1	58	6	1	3	1	2	6	2	10	851.56206715
27910	252	1	2		2	56	4	2	3	1	2	5	2	2	851.56206715
27910	252	1	3		1	27	6	3	6	1	2	6	5	2	851.56206715
27910	252	1	4	4	1	26	6	3	6	1	1	6	3	10	851.56206715
27911	252	1	1	1	1	50	7	1	4	1	2	7	4	4	933.76618175
27912	252	1	5	5	1	13									1016.0322428
27912	252	1	1		1	43	6	1	2	1	2	3	6	1	1016.0322428
27912	252	1	2		2	38	6	2	2	1	1	5	2	1	1016.0322428
27912	252	1	3		1	19	6	3	6	1	1	5	2	1	1016.0322428
27912	252	1	4		2	15									1016.0322428
27913	252	1	1		2	58	6	1	4	1	2	6	2	1	857.21197572
27913	252	1	2		2	31	6	3	2	1	2	6	2	1	857.21197572
27913	252	1	3		1	36	6	9	2	1	2	6	2	1	857.21197572
