DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6008	P220	P5785	P5465	P6050	P605	P6160	P8586	P6210	P6210S1	P6945	FEX_P
27913	252	1	4	4	1	4									857.21197572
27914	252	1	1		1	56	7	1	3	1	2	6	2	1	844.32775973
27914	252	1	2		2	54	7	2	3	1	2	5	2	1	844.32775973
27914	252	1	3		1	21	6	3	6	1	2	5	2	1	844.32775973
27914	252	1	4	4	2	18	7	3	6	1	1	6	0	1	844.32775973
27915	252	1	1		2	73	7	1	6	1	2	3	6	1	767.6044023
27915	252	1	2	2	2	50	7	3	3	1	2	4	5	2	767.6044023
27916	252	1	1		1	37	6	1	3	1	2	5	2	1	1029.6330143
27916	252	1	2		2	30	6	2	3	1	2	5	2	1	1029.6330143
27916	252	1	3		1	13									1029.6330143
27916	252	1	4		2	4									1029.6330143
27916	252	1	5	5	2	0									1029.6330143
27918	252	1	1		1	68	99	1	4	1	2	4	5	1	807.3343731
27918	252	1	2	2	2	70	99	5	6	1	2	3	6	1	807.3343731
27919	252	1	1		1	55	7	1	2	1	2	5	2	1	822.21391271
27919	252	1	2		2	52	7	2	2	1	2	4	3	1	822.21391271
27919	252	1	3	3	2	20	7	3	6	1	1	6	2	1	822.21391271
27920	252	1	1		1	54	7	1	3	1	2	3	6	1	890.71005081
27920	252	1	2	2	2	54	7	2	3	1	2	4	5	1	890.71005081
27921	252	1	1	1	1	64	6	1	4	1	2	3	5	1	908.32617458
27922	252	1	3		1	16									1025.6975036
27922	252	1	4	4	1	13									1025.6975036
27922	252	1	1		1	35	7	1	2	1	2	4	5	1	1025.6975036
27922	252	1	2		2	35	6	2	2	1	2	4	4	1	1025.6975036
27923	252	1	1		1	72	6	1	6	1	2	5	2	1	930.44002161
27923	252	1	2	2	1	21	6	3	6	1	1	5	2	1	930.44002161
27924	252	1	1		2	62	7	1	4	1	2	3	4	1	839.03363938
27924	252	1	2		2	25	7	3	4	1	2	5	2	1	839.03363938
27924	252	1	3		2	4									839.03363938
27924	252	1	4	4	2	1									839.03363938
27925	252	1	1		2	40	6	1	6	1	2	5	2	1	870.81274724
27925	252	1	2		2	9									870.81274724
27925	252	1	3		1	3									870.81274724
27925	252	1	4	4	2	73	7	5	5	1	2	3	3	1	870.81274724
27926	252	1	1		1	61	6	1	2	1	2	4	5	1	893.64314979
27926	252	1	2		2	49	6	2	2	1	2	4	2	5	893.64314979
27926	252	1	3		2	30	6	3	6	1	2	6	3	5	893.64314979
27926	252	1	4		2	17									893.64314979
27926	252	1	5	5	2	16									893.64314979
27927	252	1	1		1	47	6	1	3	1	2	6	2	1	1016.0322428
27927	252	1	2		2	41	6	2	3	1	2	5	2	1	1016.0322428
27927	252	1	3		1	18	6	3	6	1	2	6	1	1	1016.0322428
27927	252	1	4		1	12									1016.0322428
27927	252	1	5	5	2	11									1016.0322428
27928	252	1	1		2	41	6	1	6	1	2	6	3	1	835.0981287
27928	252	1	2		1	16									835.0981287
27928	252	1	3	3	2	81	7	5	5	1	2	2	4	1	835.0981287
27929	252	1	1		2	27	6	1	4	1	2	5	2	1	904.31082232
27929	252	1	2	2	2	6									904.31082232
27930	252	1	1		1	30	7	1	2	1	2	4	3	1	926.42466935
27930	252	1	2		2	25	6	2	2	1	2	4	3	1	926.42466935
27930	252	1	3	3	2	7									926.42466935
27931	252	1	1		1	70	99	1	3	1	2	3	6	1	807.3343731
27931	252	1	2	2	2	59	99	2	3	1	2	4	2	1	807.3343731
27932	252	1	1		1	47	7	1	3	1	2	7	3	4	890.71005081
27932	252	1	2	2	2	47	7	2	3	1	2	7	4	4	890.71005081
27933	252	1	1	1	1	76	7	1	5	1	2	7	4	1	908.32617458
27934	252	1	1		1	64	6	1	3	1	2	3	6	1	866.44160675
27934	252	1	2		2	54	6	2	3	1	2	3	6	1	866.44160675
27934	252	1	3		2	32	6	3	6	1	2	5	2	1	866.44160675
27934	252	1	4		1	22	6	3	6	1	2	5	2	1	866.44160675
27934	252	1	5	5	1	20	6	3	6	1	2	5	2	1	866.44160675
27935	252	1	1		1	38	7	1	3	1	2	7	4	1	962.13928789
27935	252	1	2		2	43	7	2	3	1	2	7	2	1	962.13928789
27935	252	1	3		2	15									962.13928789
27935	252	1	4	4	2	14									962.13928789
27936	252	1	1		1	64	7	1	3	1	2	7	2	1	807.3343731
27936	252	1	2	2	2	60	7	2	3	1	2	6	5	1	807.3343731
27937	252	1	1	1	1	49	6	1	4	1	2	7	4	4	933.76618175
27938	252	1	1		1	47	7	1	4	1	2	7	3	4	969.48080029
27938	252	1	2	2	2	17									969.48080029
27939	252	1	1		2	72	6	1	3	1	2	4	5	1	954.77041209
27939	252	1	2		1	75	6	2	3	1	2	3	6	1	954.77041209
27939	252	1	3		1	47	6	3	6	1	2	6	1	1	954.77041209
27939	252	1	4		1	40	99	3	6	1	2	6	4	1	954.77041209
27939	252	1	5		2	16									954.77041209
27939	252	1	6	6	1	5									954.77041209
27940	252	1	1		1	70	6	1	3	1	2	6	5	1	831.77196856
27940	252	1	2		2	58	6	2	3	1	2	6	5	1	831.77196856
27940	252	1	3		2	22	6	3	6	1	1	6	5	1	831.77196856
27940	252	1	4	4	1	17									831.77196856
27942	252	1	1		2	49	7	1	6	1	2	6	3	1	1852.8493387
27942	252	1	2		1	24	7	3	6	1	1	6	1	1	1852.8493387
27942	252	1	3	3	2	12									1852.8493387
27943	252	1	1		2	55	6	1	6	1	2	4	4	1	826.12205998
27943	252	1	2		1	26	6	3	6	1	2	5	2	1	826.12205998
27943	252	1	3		1	84	7	5	5	1	2	3	3	1	826.12205998
27943	252	1	4	4	1	58	7	5	6	1	2	3	6	1	826.12205998
27944	252	1	1		1	76	7	1	2	1	2	3	2	1	786.39208919
27944	252	1	2		2	74	7	2	2	1	2	3	2	1	786.39208919
27944	252	1	3		1	46	6	3	6	1	2	5	2	1	786.39208919
27944	252	1	4	4	2	44	7	3	6	1	2	3	5	1	786.39208919
27945	252	1	1		1	66	7	1	4	2	2	1		1	975.81990098
27945	252	1	2	2	1	2									975.81990098
27946	252	1	1		1	55	6	1	3	1	2	3	6	1	1089.8650699
27946	252	1	2		1	54	6	2	3	1	2	3	6	1	1089.8650699
27946	252	1	3		1	16									1089.8650699
27946	252	1	4		1	12									1089.8650699
27946	252	1	5		2	26	6	3	6	1	1	5	2	1	1089.8650699
27946	252	1	6	6	1	6									1089.8650699
27947	252	1	1		1	72	6	1	3	1	2	6	2	1	786.39208919
27947	252	1	2		2	57	7	2	3	1	2	6	6	1	786.39208919
27947	252	1	3		2	33	7	3	6	1	2	7	3	1	786.39208919
27947	252	1	4	4	1	26	7	3	6	1	1	6	8	1	786.39208919
27948	252	1	1		2	34	6	1	6	1	2	6	3	1	936.08993018
27948	252	1	2	2	1	8									936.08993018
27949	252	1	1		2	69	6	1	4	1	2	6	2	1	760.2628899
27949	252	1	2		2	21	6	3	6	1	1	6	3	1	760.2628899
27949	252	1	3		2	33	6	3	6	1	1	6	3	1	760.2628899
27949	252	1	4	4	2	8									760.2628899
27950	252	1	1	1	2	37	7	1	4	1	2	7	2	3	868.59620378
27951	252	1	1		2	19	6	1	6	1	1	6	2	1	847.65391987
27951	252	1	2		2	18	6	9	6	1	1	5	2	4	847.65391987
27951	252	1	3	3	1	18	7	9	6	1	1	5	2	1	847.65391987
27952	252	1	1		1	80	6	1	3	1	2	3	6	1	853.88581558
27952	252	1	2		2	77	6	2	3	1	2	3	6	1	853.88581558
27952	252	1	3		2	48	6	3	4	1	2	4	5	1	853.88581558
27952	252	1	4		1	18	6	4	6	1	1	6	1	1	853.88581558
27952	252	1	5	5	1	16									853.88581558
27953	252	1	1		2	29	6	1	1	1	2	6	5	1	890.71005081
27953	252	1	2	2	1	26	6	2	1	1	2	6	5	1	890.71005081
27954	252	1	1		1	52	6	1	3	1	2	6	3	1	927.59623246
27954	252	1	2		2	48	6	2	3	1	2	4	2	1	927.59623246
27954	252	1	3		1	29	6	3	6	1	1	6	4	1	927.59623246
27954	252	1	4		1	26	6	3	6	1	2	5	2	1	927.59623246
27954	252	1	5		2	21	6	3	6	1	1	6	3	1	927.59623246
27954	252	1	6	6	2	15									927.59623246
27955	252	1	2	2	2	53	6	2	3	1	2	3	6	1	890.71005081
27955	252	1	1		1	53	6	1	3	1	2	4	4	1	890.71005081
27956	252	1	1		1	31	6	1	3	1	2	5	2	1	890.71005081
27956	252	1	2	2	2	28	6	2	3	1	2	5	2	1	890.71005081
27957	252	1	1		1	28	7	1	2	1	2	6	2	2	993.91839575
27957	252	1	2		2	26	7	2	2	1	2	5	2	2	993.91839575
27957	252	1	3		2	8									993.91839575
27957	252	1	4	4	1	4									993.91839575
27958	252	1	1		1	50	6	1	2	1	2	3	5	1	890.71005081
27958	252	1	2	2	2	53	6	2	2	1	2	5	2	1	890.71005081
27959	252	1	1		2	75	6	1	3	1	2	6	3	1	807.3343731
27959	252	1	2	2	1	81	6	2	3	1	2	5	2	1	807.3343731
27960	252	1	1		1	51	6	1	3	1	2	5	2	1	915.14764627
27960	252	1	2		2	51	6	2	3	1	2	5	2	1	915.14764627
27960	252	1	3		2	19	6	3	6	1	1	5	1	1	915.14764627
27960	252	1	4	4	1	11									915.14764627
27961	252	1	1		1	49	6	1	3	1	2	5	2	4	890.71005081
27961	252	1	2	2	2	21	6	3	6	1	1	6	3	2	890.71005081
27962	252	1	1		1	50	7	1	3	1	2	6	3	1	894.20536236
27962	252	1	2		2	49	7	2	3	1	2	5	2	1	894.20536236
27962	252	1	3		2	21	7	3	6	1	1	6	4	1	894.20536236
27962	252	1	4		1	19	6	3	6	1	1	6	2	1	894.20536236
27962	252	1	5		2	20	7	5	6	1	1	6	2	1	894.20536236
27962	252	1	6	6	1	0									894.20536236
27963	252	1	1		2	48	7	1	2	1	2	3	6	1	948.53851637
27963	252	1	2		1	19	7	3	6	1	2	4	5	1	948.53851637
27963	252	1	3		2	12									948.53851637
27963	252	1	4	4	1	40	7	5	4	1	2	4	5	1	948.53851637
27964	252	1	1	1	1	51	6	1	6	1	2	4	5	1	933.76618175
27965	252	1	1		1	48	6	1	3	1	2	7	2	1	958.20377721
27965	252	1	2		2	50	6	2	3	1	2	7	2	1	958.20377721
27965	252	1	3	3	1	9									958.20377721
27966	252	1	1		2	47	99	1	4	1	2	6	3	1	825.54007284
27966	252	1	2	2	2	24	99	3	6	1	1	6	5	1	825.54007284
27967	252	1	1		1	33	7	1	3	1	2	7	1	1	958.20377721
27967	252	1	2		2	32	7	2	3	1	2	6	5	1	958.20377721
27967	252	1	3	3	1	1									958.20377721
27968	252	1	1		1	79	7	1	3	1	2	7	8	1	807.3343731
27968	252	1	2	2	2	73	7	2	3	1	2	5	2	1	807.3343731
27969	252	1	1		1	56	6	1	2	1	2	5	2	2	931.61158472
27969	252	1	2		2	45	6	2	2	1	2	5	2	1	931.61158472
27969	252	1	3		1	24	6	3	6	1	2	5	2	1	931.61158472
27969	252	1	4		1	22	6	3	6	1	1	6	1	1	931.61158472
27969	252	1	5	5	1	19	6	3	6	1	2	5	2	1	931.61158472
27970	252	1	1		1	40	6	1	2	1	2	6	5	1	950.86226481
27970	252	1	2		2	31	6	2	2	1	2	5	2	1	950.86226481
27970	252	1	3		2	19	6	3	6	1	1	6	0	1	950.86226481
27970	252	1	4		2	12									950.86226481
27970	252	1	5	5	1	10									950.86226481
27971	252	1	1	1	2	51	6	1	6	1	2	4	5	1	868.59620378
27972	252	1	1		1	40	6	1	2	1	2	5	2	1	890.71005081
27972	252	1	2	2	2	34	6	2	2	1	2	6	2	1	890.71005081
27973	252	1	1		2	41	99	1	3	1	2	5	2	1	912.82389783
27973	252	1	2		1	44	6	2	3	1	2	5	2	1	912.82389783
27973	252	1	3	3	1	19	6	3	6	1	1	6	3	1	912.82389783
27974	252	1	1	1	1	35	6	1	6	1	2	7	3	1	933.76618175
27975	252	1	1		2	35	7	1	4	1	2	5	2	1	971.80454872
27975	252	1	2		2	12									971.80454872
27975	252	1	3	3	1	5									971.80454872
27976	252	1	4	4	2	7									962.13928789
27976	252	1	2		2	33	7	2	2	1	2	6	2	2	962.13928789
27976	252	1	3		2	9									962.13928789
27976	252	1	1		1	24	7	1	2	1	2	3	6	2	962.13928789
27977	252	1	1		1	63	6	1	3	1	2	6	5	1	807.3343731
27977	252	1	2	2	2	63	6	2	3	1	2	6	5	1	807.3343731
27978	252	1	1		1	44	6	1	3	1	2	7	4	1	958.20377721
27978	252	1	2		2	42	6	2	3	1	2	7	2	1	958.20377721
27978	252	1	3	3	1	11									958.20377721
27979	252	1	1		1	52	6	1	3	1	2	6	5	1	962.13928789
27979	252	1	2		2	38	6	2	3	1	2	7	2	1	962.13928789
27979	252	1	3		2	6									962.13928789
27979	252	1	4	4	2	5									962.13928789
27980	252	1	1		1	72	6	1	3	1	2	3	6	1	829.44822012
27980	252	1	2		2	68	6	2	3	1	2	3	5	1	829.44822012
27980	252	1	3	3	1	37	7	3	6	1	2	5	2	1	829.44822012
27981	252	1	1		2	69	6	1	3	1	2	3	2	1	807.3343731
27981	252	1	2	2	1	64	6	2	3	1	2	3	4	1	807.3343731
27982	252	1	1		2	65	6	1	3	1	2	3	6	1	954.77041209
27982	252	1	2		1	67	6	2	3	1	2	3	6	1	954.77041209
27982	252	1	3		1	40	6	3	6	1	2	4	5	1	954.77041209
27982	252	1	4		1	25	6	3	4	1	2	5	2	1	954.77041209
27982	252	1	5		2	8									954.77041209
27982	252	1	6	6	1	6									954.77041209
27983	252	1	3		2	3									948.53851637
27983	252	1	4	4	1	24	6	5	6	1	2	5	2	1	948.53851637
27983	252	1	1		2	21	6	1	2	1	2	4	3	5	948.53851637
27983	252	1	2		1	20	6	2	2	1	2	4	3	1	948.53851637
27984	252	1	1		1	48	6	1	3	1	2	5	2	1	857.21197572
27984	252	1	2		2	43	7	2	3	1	2	5	2	1	857.21197572
27984	252	1	3		2	68	6	5	5	1	2	3	6	1	857.21197572
27984	252	1	4	4	1	12									857.21197572
27985	252	1	1	1	2	48	6	1	6	1	2	6	5	1	868.59620378
27986	252	1	1		2	42	6	1	6	1	2	5	2	1	904.31082232
27986	252	1	2	2	2	11									904.31082232
27987	252	1	1		1	20	6	1	6	1	2	6	2	1	958.20377721
27987	252	1	2		2	35	6	5	4	1	2	6	5	1	958.20377721
27987	252	1	3	3	1	5									958.20377721
27989	252	1	1		1	73	7	1	3	1	2	4	2	1	799.9928607
27989	252	1	2		2	63	7	2	3	1	2	5	2	1	799.9928607
27989	252	1	3		2	39	7	3	6	1	2	6	5	1	799.9928607
27989	252	1	4	4	2	12									799.9928607
27990	252	1	1		1	24	6	1	1	1	2	5	2	1	912.82389783
27990	252	1	2		2	32	6	2	1	1	2	3	3	1	912.82389783
27990	252	1	3	3	1	46	6	5	4	1	2	3	4	1	912.82389783
27991	252	1	1		1	73	6	1	3	1	2	5	2	1	829.44822012
27991	252	1	2		2	64	6	2	3	1	2	5	2	1	829.44822012
27991	252	1	3	3	1	30	6	3	6	1	2	6	5	1	829.44822012
27992	252	1	1		2	66	6	1	2	1	2	3	6	1	807.3343731
27992	252	1	2	2	1	74	6	2	2	1	2	5	2	1	807.3343731
27993	252	1	1	1	1	38	6	1	6	1	1	6	2	4	933.76618175
27994	252	1	1		2	65	7	1	5	1	2	3	6	1	835.0981287
27994	252	1	2		2	44	5	3	4	1	2	6	5	1	835.0981287
27994	252	1	3	3	1	8									835.0981287
27995	252	1	1		2	50	6	1	4	1	2	5	2	10	890.71005081
27995	252	1	2	2	1	27	6	3	6	2	2	1		99	890.71005081
27996	252	1	1		1	70	6	1	3	1	2	1		2	831.77196856
27996	252	1	2		2	67	6	2	3	2	2	1		2	831.77196856
27996	252	1	3		2	26	6	3	6	1	2	5	1	2	831.77196856
27996	252	1	4	4	1	6									831.77196856
27997	252	1	1		1	64	6	1	3	1	2	4	2	1	807.3343731
27997	252	1	2	2	2	58	6	2	3	1	2	3	6	1	807.3343731
27998	252	1	1	1	2	65	6	1	5	1	2	3	6	1	810.66053324
27999	252	1	1		1	34	6	1	2	1	2	6	6	1	958.20377721
27999	252	1	2		2	32	6	2	2	1	2	5	2	1	958.20377721
27999	252	1	3	3	1	11									958.20377721
28000	252	1	1		1	68	6	1	5	1	2	3	5	1	865.27004364
28000	252	1	2	2	2	32	6	3	6	1	2	5	2	1	865.27004364
28001	252	1	1		2	58	7	1	4	1	2	3	4	1	835.0981287
28001	252	1	2		2	18	7	4	6	1	2	5	1	1	835.0981287
28001	252	1	3	3	1	2									835.0981287
28002	252	1	1		1	52	6	1	3	1	2	5	2	1	876.02702601
28002	252	1	2		2	45	6	2	3	1	2	5	2	1	876.02702601
28002	252	1	3		2	22	6	3	6	1	1	6	2	1	876.02702601
28002	252	1	4		2	22	6	3	6	1	1	6	1	1	876.02702601
28002	252	1	5		2	0									876.02702601
28002	252	1	6	6	2	16									876.02702601
28003	252	1	1		1	28	6	1	2	1	2	6	5	1	926.42466935
28003	252	1	2		2	29	6	2	2	1	2	7	2	1	926.42466935
28003	252	1	3	3	2	4									926.42466935
28004	252	1	1		2	68	7	1	2	1	2	5	2	1	807.3343731
28004	252	1	2	2	1	64	7	2	2	1	2	6	5	1	807.3343731
28005	252	1	2		2	55	6	2	3	1	2	5	2	1	786.39208919
28005	252	1	3		1	23	6	3	2	1	2	6	2	1	786.39208919
28005	252	1	4	4	2	24	6	5	2	1	2	6	5	1	786.39208919
28005	252	1	1		1	57	6	1	3	1	2	5	2	1	786.39208919
28006	252	1	1		2	75	7	1	6	1	2	5	2	1	767.6044023
28006	252	1	2	2	2	43	7	6	6	1	2	3	5	1	767.6044023
28007	252	1	1		2	58	6	1	4	1	2	3	5	1	857.21197572
28007	252	1	2		1	35	6	3	3	1	2	6	5	1	857.21197572
28007	252	1	3		2	33	6	9	3	1	2	6	5	1	857.21197572
28007	252	1	4	4	1	14									857.21197572
28008	252	1	1		2	29	7	1	2	1	2	5	2	1	1025.6975036
28008	252	1	2		1	43	7	2	2	1	2	3	6	1	1025.6975036
28008	252	1	3		1	10									1025.6975036
28008	252	1	4	4	1	7									1025.6975036
28009	252	1	1		1	58	6	1	3	1	2	6	2	1	808.50593621
28009	252	1	2		2	59	6	2	3	1	2	6	2	1	808.50593621
28009	252	1	3		2	29	6	3	6	1	2	6	5	1	808.50593621
28009	252	1	4		1	25	6	3	6	1	1	6	4	1	808.50593621
28009	252	1	5	5	1	24	6	3	6	1	1	6	4	1	808.50593621
28010	252	1	1	1	1	55	7	1	4	1	2	6	5	1	908.32617458
28011	252	1	1		1	32	6	1	6	1	2	6	5	1	829.44822012
28011	252	1	2		1	75	6	5	3	1	2	4	3	1	829.44822012
28011	252	1	3	3	2	70	6	5	3	1	2	4	5	1	829.44822012
28012	252	1	1		2	60	6	1	2	1	1	4	2	1	807.3343731
28012	252	1	2	2	1	69	6	2	2	1	2	3	6	1	807.3343731
28013	252	1	1		2	66	7	1	4	1	2	3	4	1	857.21197572
28013	252	1	2		1	25	7	4	6	1	1	7	2	1	857.21197572
28013	252	1	3		2	20	7	4	6	1	1	6	3	1	857.21197572
28013	252	1	4	4	1	13									857.21197572
28014	252	1	3		1	26	6	3	6	1	2	5	2	1	1060.2599368
28014	252	1	4		1	24	6	3	6	1	2	6	2	1	1060.2599368
28014	252	1	5		1	21	6	3	6	1	1	6	3	1	1060.2599368
28014	252	1	6		1	14									1060.2599368
28014	252	1	7	7	2	9									1060.2599368
28014	252	1	1		2	49	6	1	3	1	1	5	2	1	1060.2599368
28014	252	1	2		1	51	6	2	3	1	2	3	6	1	1060.2599368
28015	252	1	1		1	41	7	1	2	1	2	5	2	1	958.20377721
28015	252	1	2		2	40	7	2	2	1	2	6	2	1	958.20377721
28015	252	1	3	3	1	14									958.20377721
28016	252	1	1		2	39	6	1	2	1	2	4	3	1	926.42466935
28016	252	1	2		1	34	6	2	2	1	2	3	6	1	926.42466935
28016	252	1	3	3	2	13									926.42466935
28017	252	1	1		1	77	7	1	3	1	2	6	5	1	822.10670773
28017	252	1	2		2	67	7	2	3	1	2	5	2	1	822.10670773
28017	252	1	3		1	33	6	3	6	1	2	6	5	1	822.10670773
28017	252	1	4		2	36	6	3	4	1	2	6	5	1	822.10670773
28017	252	1	5	5	2	17									822.10670773
28018	252	1	1		1	42	6	1	3	1	2	3	4	1	962.13928789
28018	252	1	2		2	45	6	2	3	1	2	3	6	1	962.13928789
28018	252	1	3		2	17									962.13928789
28018	252	1	4	4	2	11									962.13928789
28019	252	1	1		1	49	6	1	3	1	2	3	6	5	970.6523634
28019	252	1	2		2	51	7	2	3	1	2	5	2	5	970.6523634
28019	252	1	3		1	24	6	3	6	1	1	6	0	5	970.6523634
28019	252	1	4		1	22	7	3	6	1	1	6	4	5	970.6523634
28019	252	1	5	5	2	17									970.6523634
28020	252	1	1		2	40	6	1	6	1	2	3	6	5	883.36853841
28020	252	1	2		1	19	6	3	6	1	2	5	1	1	883.36853841
28020	252	1	3		2	18	6	3	6	1	2	4	4	1	883.36853841
28020	252	1	4	4	2	15									883.36853841
28021	252	1	1	1	2	70	6	1	5	1	2	3	6	1	810.66053324
28023	252	1	1		1	59	7	1	3	1	2	3	6	1	909.49773769
28023	252	1	2		2	52	7	2	3	1	2	4	4	1	909.49773769
28023	252	1	3		1	30	7	3	6	1	2	6	3	1	909.49773769
28023	252	1	4	4	1	23	7	3	6	1	2	6	3	1	909.49773769
28024	252	1	1		2	40	6	1	4	1	2	5	2	1	971.80454872
28024	252	1	2		1	15									971.80454872
28024	252	1	3	3	2	6									971.80454872
28025	252	1	1		1	30	6	1	2	1	2	5	2	1	993.91839575
28025	252	1	2		2	26	6	2	2	1	2	4	5	1	993.91839575
28025	252	1	3		1	9									993.91839575
28025	252	1	4	4	2	5									993.91839575
28026	252	1	1		1	57	7	1	2	1	2	7	2	1	865.27004364
28026	252	1	2	2	2	45	7	2	2	1	2	7	2	1	865.27004364
28027	252	1	1		2	35	6	1	3	1	2	6	5	1	1781.4201016
28027	252	1	2	2	1	33	6	2	3	2	1	6	4	1	1781.4201016
28028	252	1	1		1	35	6	1	3	1	2	6	5	1	890.71005081
28028	252	1	2	2	2	37	6	2	3	1	2	7	2	1	890.71005081
28029	252	1	1		2	46	6	1	6	1	2	6	5	1	825.54007284
28029	252	1	2	2	2	25	6	2	6	1	2	6	5	1	825.54007284
28030	252	1	1		1	75	6	1	2	1	2	3	2	1	807.3343731
28030	252	1	2	2	2	75	6	2	2	1	2	3	2	1	807.3343731
28031	252	1	1		1	57	7	1	3	1	2	3	6	1	925.42225764
28031	252	1	2		2	51	7	2	3	1	2	3	6	1	925.42225764
28031	252	1	3		2	21	7	3	6	1	2	6	0	1	925.42225764
28031	252	1	4		2	2									925.42225764
28031	252	1	5	5	1	12									925.42225764
28032	252	1	1		2	26	6	1	3	1	2	5	2	1	997.85390643
28032	252	1	2		1	46	6	2	3	1	2	5	2	1	997.85390643
28032	252	1	3		2	8									997.85390643
28032	252	1	4		2	5									997.85390643
28032	252	1	5	5	2	4									997.85390643
28033	252	1	1		2	52	6	1	6	1	2	5	2	5	936.08993018
28033	252	1	2	2	1	17									936.08993018
28034	252	1	1	1	1	61	6	1	5	1	2	5	2	5	908.32617458
28035	252	1	1		2	29	3	1	4	1	2	5	1	1	940.02544086
28035	252	1	2		2	7									940.02544086
28035	252	1	3	3	2	5									940.02544086
28036	252	1	1		1	65	6	1	3	1	2	3	6	1	786.39208919
28036	252	1	2		2	60	6	2	3	1	2	5	2	1	786.39208919
28036	252	1	3		1	29	6	3	6	1	2	5	2	1	786.39208919
28036	252	1	4	4	2	23	6	3	6	1	1	6	5	1	786.39208919
28037	252	1	1		1	46	7	1	2	1	2	6	5	1	928.6412128
28037	252	1	2		2	39	7	2	2	1	2	6	5	1	928.6412128
28037	252	1	3		2	71	7	5	4	1	2	3	6	1	928.6412128
28037	252	1	4		1	17									928.6412128
28037	252	1	5		2	8									928.6412128
28037	252	1	6	6	2	7									928.6412128
28038	252	1	1		1	60	6	1	3	1	2	3	6	1	807.3343731
28038	252	1	2	2	2	58	6	2	3	1	2	3	6	1	807.3343731
28039	252	1	1		2	24	6	1	2	1	2	5	2	5	1916.4075544
28039	252	1	2		1	23	6	2	2	1	2	5	2	5	1916.4075544
28039	252	1	3	3	1	2									1916.4075544
28040	252	1	1		1	80	6	1	3	1	2	3	4	1	803.48817225
28040	252	1	2		2	75	6	2	3	1	2	3	4	1	803.48817225
28040	252	1	3		1	47	6	3	3	1	2	5	2	1	803.48817225
28040	252	1	4		2	53	6	5	3	1	2	5	2	10	803.48817225
28040	252	1	5		2	22	6	4	6	1	2	6	6	1	803.48817225
28040	252	1	6		1	1									803.48817225
28040	252	1	7		2	44	6	3	4	1	2	6	5	1	803.48817225
28040	252	1	8	8	2	9									803.48817225
28041	252	1	1		2	56	6	1	6	1	2	3	6	5	1665.5487605
28041	252	1	2	2	1	33	6	3	6	1	2	5	2	5	1665.5487605
28042	252	1	2	2	1	38	99	3	6	1	2	6	2	1	832.77438026
28042	252	1	1		2	74	99	1	6	1	2	3	6	1	832.77438026
28043	252	1	1	1	2	62	7	1	4	1	2	3	6	1	810.66053324
28044	252	1	1		1	57	7	1	2	1	2	6	2	1	865.27004364
28044	252	1	2	2	2	26	7	2	2	1	2	6	5	1	865.27004364
28045	252	1	1		1	68	7	1	3	1	2	4	3	5	1634.1778875
28045	252	1	2		2	57	7	2	3	1	2	4	4	1	1634.1778875
28045	252	1	3		2	28	6	3	6	1	2	6	5	1	1634.1778875
28045	252	1	4		2	37	7	3	6	1	2	6	5	1	1634.1778875
28045	252	1	5		2	35	7	3	4	1	2	6	5	1	1634.1778875
28045	252	1	6		2	9									1634.1778875
28045	252	1	7		1	6									1634.1778875
28045	252	1	8	8	2	5									1634.1778875
28046	252	1	1		1	55	7	1	2	1	2	5	2	2	853.88581558
28046	252	1	2		2	53	7	2	2	1	2	5	2	2	853.88581558
28046	252	1	3		1	26	6	3	6	1	2	6	3	1	853.88581558
28046	252	1	4		1	11									853.88581558
28046	252	1	5	5	2	85	99	5	5	1	2	3	4	1	853.88581558
28047	252	1	1	1	2	77	6	1	5	1	2	3	4	10	810.66053324
28048	252	1	1	1	1	45	1	1	6	1	2	5	2	1	933.76618175
28049	252	1	2		1	32	7	2	1	1	2	5	2	1	993.91839575
28049	252	1	3		2	13									993.91839575
28049	252	1	4	4	1	10									993.91839575
28049	252	1	1		2	30	7	1	1	1	2	5	2	1	993.91839575
28050	252	1	1	1	2	68	7	1	5	1	2	4	4	4	810.66053324
28051	252	1	1		2	39	6	1	4	1	2	5	2	1	936.08993018
28051	252	1	2	2	1	14									936.08993018
28052	252	1	1		1	50	7	1	2	1	2	3	5	1	912.82389783
28052	252	1	2		2	50	7	2	2	1	2	3	6	1	912.82389783
28052	252	1	3	3	1	22	7	3	6	1	2	5	2	1	912.82389783
28053	252	1	1		1	51	99	1	2	1	2	5	2	1	890.71005081
28053	252	1	2	2	2	29	99	2	2	1	2	5	2	1	890.71005081
28054	252	1	1		1	26	5	1	2	1	2	5	2	1	2051.3950072
28054	252	1	2		2	24	6	2	2	1	2	5	2	1	2051.3950072
28054	252	1	3		1	4									2051.3950072
28054	252	1	4	4	1	1									2051.3950072
28055	252	1	1		1	26	7	1	3	1	2	5	2	4	926.42466935
28055	252	1	2		2	23	7	2	3	1	2	6	3	2	926.42466935
28055	252	1	3	3	2	0									926.42466935
28056	252	1	1	1	2	72	7	1	5	1	2	5	2	1	810.66053324
28057	252	1	1		2	66	6	1	4	1	2	3	6	1	1665.5487605
28057	252	1	2	2	1	40	6	3	6	1	2	5	2	1	1665.5487605
28058	252	1	1		1	65	6	1	2	1	2	3	3	1	865.27004364
